Product Code,Product Label,"UAE export to south africa Value in 2022, USD thousands","nnual growth in value uae export to south africa between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported from uae to south africa in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"south africa imports from world Value in 2022, USD thousand ","Annual growth south africa imports from world  in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from south africa to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Uae export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
481310,Cigarette paper in the form of booklets or tubes,,,,0,,,,,"4,524",8,1,216,Tons,"20,944","1,186",12,0,123,Tons,"23,984",
481320,Cigarette paper in rolls of a width of <= 5 cm,,,,0,,,,,"6,150",-5,1,"1,418",Tons,"4,337",137,-9,0,"10,625",Tons,"2,331",
481390,"Cigarette paper, whether or not cut to size (excl. in the form of booklets or tubes, and rolls . . .",162,-40,7,0,23,Tons,"7,043",,"13,851",-1,2,"3,141",Tons,"4,410","2,190",47,0,"7,701",Tons,"3,180",
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the . . .",,,,0,,,,,"3,601",7,0,690,Tons,"5,219","119,278",298,9,0,Tons,,10
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excl. wallcoverings . . .",,,,0,,,,,"1,635",2,1,292,Tons,"5,599",121,-26,0,274,Tons,"11,058",5
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no . . .",,,,0,,,,,"2,836",-9,2,"1,538",Tons,"1,844",125,5,0,"2,771",Tons,"1,736",36
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets . . .",,,,0,,,,,"4,906",2,2,"1,034",Tons,"4,745",33,-21,0,788,Tons,"5,718",7
481710,Envelopes of paper or paperboard (excl. letter cards),3,-13,0,20,0,Tons,,,284,12,0,72,Tons,"3,944","7,215",9,1,0,Tons,,4
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excl. those . . .",,,,20,,,,,120,0,0,20,Tons,"6,000",53,-9,0,0,Tons,,-
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment . . .",1,-2,0,20,1,Tons,"1,000",,97,-14,0,63,Tons,"1,540",233,2,0,412,Tons,"6,985",5
481810,Toilet paper in rolls of a width of <= 36 cm,,,,20,,,,,678,-3,0,494,Tons,"1,372","1,439",-15,0,"3,218",Tons,"2,485",10
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding . . .",,,,20,,,,,"9,008",-13,0,"4,346",Tons,"2,073","7,420",10,0,"6,549",Tons,"2,495",57
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",7,,2,20,1,Tons,"7,000",,"2,374",-5,0,813,Tons,"2,920",384,-11,0,"1,483",Tons,"4,510",-
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs . . .",,,,20,,,,,31,-25,0,27,Tons,"1,148",83,62,0,15,Tons,"21,800",5
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary . . .",,,,20,,,,,"3,415",-2,0,"1,578",Tons,"2,164",622,-2,0,"2,020",Tons,"2,777",-
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",332,50,2,10,157,Tons,"2,115",,"12,648",-5,0,"7,321",Tons,"1,728","14,409",-8,0,0,Tons,,134
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",5,-49,0,10,0,Tons,,,"55,259",10,1,"18,541",Tons,"2,980","18,582",4,0,"21,380",Tons,"4,393",342
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having . . .",5,331,0,10,2,Tons,"2,500",,"2,178",1,0,812,Tons,"2,682","3,809",3,0,"1,829",Tons,"2,624",14
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres . . .",1,-12,0,10,0,Tons,,,"12,852",2,0,"4,104",Tons,"3,132","11,902",28,0,"14,001",Tons,"4,491",55
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of . . .",3,,0,10,1,Tons,"3,000",,"1,566",-11,0,350,Tons,"4,474","1,042",21,0,"7,435",Tons,"6,908",-
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used . . .",,,,15,,,,,"1,289",0,0,679,Tons,"1,898",507,-4,0,552,Tons,"3,498",3
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, . . .",8,10,1,15,2,Tons,"4,000",,"11,106",-8,0,"3,886",Tons,"2,858","1,226",-7,0,0,Tons,,40
482020,Exercise books of paper or paperboard,,,,15,,,,,193,-11,0,164,Tons,"1,177",882,-11,0,0,Tons,,-
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",,,,15,,,,,"1,101",-7,0,414,Tons,"2,659",217,-11,0,"3,900",Tons,"2,121",5
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",,,,15,,,,,37,4,0,4,Tons,"9,250",49,10,0,662,Tons,"1,903",
482050,"Albums for samples or collections, of paper or paperboard",,,,15,,,,,300,-24,0,52,Tons,"5,769",115,11,0,0,Tons,,1
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers . . .",,,,15,,,,,"1,268",-7,0,517,Tons,"2,453",802,-17,0,443,Tons,"5,372",31
482110,"Paper or paperboard labels of all kinds, printed",3,-61,0,15,0,Tons,,,"8,675",-3,0,"1,314",Tons,"6,602","13,574",4,0,"2,362",Tons,"6,746",21
482190,"Paper or paperboard labels of all kinds, non-printed",5,0,0,15,0,Tons,,,"1,625",-20,0,594,Tons,"2,736","1,714",-13,0,"2,992",Tons,"3,672",36
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not . . .",,,,5,,,,,125,2,0,85,Tons,"1,471",77,496,0,434,Tons,"1,067",
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not . . .",,,,0,,,,,827,48,0,392,Tons,"2,110","1,240",22,0,0,Tons,,16
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square . . .",1,198,1,0,0,Tons,,,"19,362",5,2,"3,676",Tons,"5,267",195,4,0,"4,409",Tons,"5,143",70
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, . . .",,,,15,,,,,348,-7,0,58,Tons,"6,000",375,-35,0,"2,137",Tons,"3,674",16
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",,,,15,,,,,76,-13,0,15,Tons,"5,067",159,23,0,18,Tons,"7,111",
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excl. of bamboo paper or . . .",7,41,0,15,3,Tons,"2,333",,"8,622",-7,0,"3,319",Tons,"2,598","13,060",24,0,"15,724",Tons,"2,580",
482370,"Moulded or pressed articles of paper pulp, n.e.s.",,,,0,,,,,"2,864",5,0,"1,057",Tons,"2,710",146,22,0,"4,132",Tons,"2,523",5
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a . . .",19,-19,1,4,2,Tons,"9,500",,"12,236",6,0,"5,631",Tons,"2,173","2,220",-16,0,"31,235",Tons,"3,379",
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded . . .",6,30,0,0,2,Tons,"3,000",,"4,873",4,0,516,Tons,"9,444","5,904",0,0,0,Tons,,166
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",1,,0,0,0,Tons,,,538,-6,1,97,Tons,"5,546",431,45,0,0,Tons,,5
490199,"Printed books, brochures and similar printed matter (excl. those in single sheets; dictionaries, . . .",513,16,1,0,91,Tons,"5,637",,"70,732",-10,1,"7,286",Tons,"9,708","45,736",-2,0,0,Tons,,850
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising . . .",9,72,3,0,12,Tons,750,,164,6,0,46,Tons,"3,565",295,-8,0,249,Tons,"3,048",-
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising . . .",1,-58,0,0,0,Tons,,,"3,326",-11,0,496,Tons,"6,706",402,-21,0,0,Tons,,-
490300,"Children's picture, drawing or colouring books",5,11,0,0,1,Tons,"5,000",,"4,915",7,0,963,Tons,"5,104","1,823",5,0,0,Tons,,-
490400,"Music, printed or in manuscript, whether or not bound or illustrated",,,,0,,,,,395,-6,1,13,Tons,"30,385",46,-28,0,8,Tons,"24,375",
490510,"Globes, printed (excluding relief globes)",,,,0,,,,,48,-21,0,4,Tons,"12,000",2,-12,0,0,Tons,,
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, . . .",,,,0,,,,,50,34,0,9,Tons,"5,556",10,15,0,2,Tons,"23,500",
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical . . .",,,,0,,,,,133,-20,0,12,Tons,"11,083",11,-35,0,21,Tons,"20,762",
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or . . .",,,,0,,,,,143,2,0,3,Tons,"47,667","3,048",-9,4,0,Tons,,6
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they . . .",,,,5,,,,,"1,888,728",13,41,117,,"16,142,974","10,323",-54,1,0,,,"4,585"
490810,"Transfers ""decalcomanias"", vitrifiable",,,,10,,,,,541,-8,0,43,Tons,"12,581",117,-54,0,0,Tons,,2
490890,"Transfers ""decalcomanias"" (excl. vitrifiable)",16,,10,10,0,Tons,,,"1,463",-3,0,61,Tons,"23,984",158,-43,0,0,Tons,,9
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, . . .",1,-21,1,15,0,Tons,,,"1,246",-11,0,128,Tons,"9,734",120,-13,0,0,Tons,,-
491000,"Calendars of any kinds, printed, incl. calendars blocks",7,-2,2,15,2,Tons,"3,500",,797,-8,0,144,Tons,"5,535",355,-11,0,85,Tons,"9,529",-
491110,"Trade advertising material, commercial catalogues and the like",35,-17,1,4,4,Tons,"8,750",,"9,116",-15,0,561,Tons,"16,250","3,423",-17,0,0,Tons,,14
491191,"Pictures, prints and photographs, n.e.s.",13,39,1,0,0,Tons,,,"3,642",-11,0,689,Tons,"5,286","1,271",16,0,521,Tons,"13,833",9
491199,"Printed matter, n.e.s.",283,124,2,8,17,Tons,"16,647",,"12,208",-18,0,647,Tons,"18,869","12,377",-8,0,"1,253",Tons,"52,393",472
500100,Silkworm cocoons suitable for reeling,,,0,,,,,,2,-4,0,1,Tons,"2,000",,,,,Tons,,
500200,"Raw silk ""non-thrown""",,,,,,,,,0,,0,,,,81,,0,46,,"57,674",
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",,,0,0,,,,,169,393,0,4,,"42,250",,,,0,,,
500400,Silk yarn (excl. that spun from silk waste and that put up for retail sale),,,0,0,,,,,4,-63,0,0,,,,,,0,,,
500500,Yarn spun from silk waste (excl. that put up for retail sale),,,0,,,,,,"1,114",357,1,14,,"79,571",,,,,,,
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",,,,0,,,,,10,-41,0,0,Tons,,1,-27,0,0,Tons,,
500710,Woven fabrics of noil silk,,,,0,,,,,45,15,0,0,Tons,,70,-31,1,4,Tons,"97,750",1
500720,Woven fabrics containing >= 85% silk or schappe by weight,4,-4,3,0,0,Tons,,,"1,658",10,0,217,Tons,"7,641",149,1,0,178,Tons,"183,674",-
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",,,,0,,,,,227,-35,0,20,Tons,"11,350",182,-13,0,0,Tons,,-
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",,,0,0,,,,,65,-74,0,10,Tons,"6,500",,,,10,Tons,"3,800",
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)",,,,0,,,,,"36,715",685,19,"5,496",Tons,"6,680",379,5,0,5,Tons,"3,200",4
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",,,0,0,,,,,355,-40,0,127,Tons,"2,795",,,,"1,624",Tons,"7,406",11
510129,"Degreased wool, non-carbonised, neither carded nor combed (excl. shorn wool)",,,,0,,,,,7,-78,0,1,Tons,"7,000",387,-16,1,0,Tons,,42
510130,"Carbonised wool, neither carded nor combed",,,,4,,,,,739,156,1,83,Tons,"8,904",1,-36,0,0,Tons,,
510211,"Hair of Kashmir ""cashmere"" goats, neither carded nor combed",,,0,0,,,,,45,-8,0,10,Tons,"4,500",,,,0,Tons,,
510219,"Fine animal hair, neither carded nor combed (excl. wool and hair of Kashmir ""cashmere"" goats)",,,0,,,,,,"16,193",31,4,954,Tons,"16,974",,,,,Tons,,
510220,"Coarse animal hair, neither carded nor combed (excl. wool, hair and bristles used in the manufacture . . .",,,0,4,,,,,104,621,0,0,Tons,,,,,15,Tons,"2,267",
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excl. noils and garnetted stock)",,,0,0,,,,,175,9,2,233,Tons,751,,,,44,Tons,"2,000",
510510,"Wool, carded",,,,0,,,,,0,,0,,Tons,,5,12,0,0,Tons,,
510529,"Wool, combed (excl. that in fragments ""open tops"")",,,0,0,,,,,"1,947",-38,0,175,Tons,"11,126",,,,596,Tons,"4,492",1
510531,"Hair of Kashmir ""cashmere"" goats, carded or combed",,,0,,,,,,3,-38,0,0,,,,,,,,,
510539,"Fine animal hair, carded or combed (excl. wool and hair of Kashmir ""cashmere"" goats)",,,0,,,,,,647,-18,0,36,Tons,"17,972",,,,,Tons,,
510540,"Coarse animal hair, carded or combed",,,,0,,,,,0,,0,,Tons,,1,137,0,,Tons,,
510610,Carded wool yarn containing >= 85% wool by weight (excl. that put up for retail sale),,,0,0,,,,,135,-6,0,25,Tons,"5,400",,,,62,Tons,"10,081",
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excl. that put up for . . .",,,0,0,,,,,"1,170",-15,1,234,Tons,"5,000",,,,28,Tons,"10,786",
510710,Yarn of combed wool containing >= 85% wool by weight (excl. that put up for retail sale),,,,15,,,,,12,23,0,2,Tons,"6,000",11,-45,0,4,Tons,"23,750",
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excl. that put up for . . .",,,0,15,,,,,819,104,0,17,Tons,"48,176",,,,10,Tons,"43,300",
510810,Carded yarn of fine animal hair (excl. that of wool or that put up for retail sale),,,0,0,,,,,1,,0,0,Tons,,,,,0,Tons,,
510820,Combed yarn of fine animal hair (excl. that of wool and that put up for retail sale),,,0,0,,,,,30,-62,0,1,Tons,"30,000",,,,1,Tons,"51,000",
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",,,,10,,,,,62,20,0,7,Tons,"8,857",1,,0,0,Tons,,
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail . . .",,,,10,,,,,74,3,0,17,Tons,"4,353",1,-21,0,13,Tons,"14,154",
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . .,,,,22,,,,,"3,776",23,3,165,Tons,"22,885",9,-6,0,7,Tons,"14,143",-
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . .,,,,22,,,,,140,-15,0,8,Tons,"17,500",44,8,0,15,Tons,"45,133",
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .",,,,22,,,,,0,,0,,Tons,,3,-51,0,3,Tons,"50,000",
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .",,,,22,,,,,8,-61,0,0,,,62,112,0,22,,"20,682",
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .",,,,22,,,,,90,13,0,5,Tons,"18,000",16,-8,0,3,Tons,"44,333",-
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . .,,,,22,,,,,66,-45,0,1,,"66,000",59,25,0,66,,"74,742",-
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . .,,,,22,,,,,151,12,0,5,Tons,"30,200",335,33,0,0,Tons,,-
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .",,,0,22,,,,,54,-27,0,5,,"10,800",,,,5,,"103,000",
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .",2,,33,22,0,Tons,,,14,-50,0,1,Tons,"14,000",6,-56,0,0,Tons,,-
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .",,,,22,,,,,117,-6,0,14,Tons,"8,357",2,-49,0,0,Tons,,
511300,Woven fabrics of coarse animal hair or of horsehair (excl. fabrics for technical uses of heading . . .,,,0,22,,,,,23,211,0,3,,"7,667",,,,265,,"1,053",
520100,"Cotton, neither carded nor combed",,,,7,,,,,"14,298",-11,0,"5,452",Tons,"2,623","3,190",-58,0,"12,960",Tons,"2,495",1
520210,"Cotton yarn waste, incl. thread waste",,,,0,,,,,3,-62,0,10,Tons,300,1,-61,0,206,Tons,757,
520291,Garnetted stock of cotton,,,,0,,,,,1,47,0,6,,167,72,,0,147,,"1,347",-
520299,"Cotton waste (excl. yarn waste, thread waste and garnetted stock)",,,,0,,,,,937,-2,0,547,Tons,"1,713",33,-3,0,622,Tons,"1,532",
520300,"Cotton, carded or combed",,,,15,,,,,257,-9,0,137,Tons,"1,876",10,2,0,355,Tons,"3,406",1
520411,"Sewing thread, containing >= 85% cotton by weight (excl. that put up for retail sale)",,,,15,,,,,26,-56,0,5,Tons,"5,200",6,-57,0,73,Tons,"7,301",
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excl. that put up for . . .",,,,15,,,,,76,-27,0,40,Tons,"1,900",39,-41,0,28,Tons,"5,536",
520420,"Cotton sewing thread, put up for retail sale",,,,15,,,,,150,16,0,61,Tons,"2,459",30,-11,0,76,Tons,"8,513",1
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .",,,,15,,,,,478,51,0,300,Tons,"1,593",6,-69,0,7,Tons,"30,286",
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .",,,,15,,,,,"2,564",-23,0,711,Tons,"3,606",2,-80,0,934,Tons,"4,496",1
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .",,,0,15,,,,,"10,060",15,1,"2,499",Tons,"4,026",,,,19,Tons,"2,789",1
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .",,,0,,,,,,13,,0,4,Tons,"3,250",,,,,Tons,,
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .",,,0,,,,,,63,-35,1,20,,"3,150",,,,,,,
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .",,,0,,,,,,30,-32,0,59,Tons,508,,,,,Tons,,
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .",,,,15,,,,,"5,672",22,1,"1,146",Tons,"4,949",15,-51,0,419,Tons,"5,809",1
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .",,,0,15,,,,,"8,136",9,0,"1,560",Tons,"5,215",,,,"1,413",Tons,"4,483",
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .",,,,15,,,,,546,-10,0,98,Tons,"5,571",275,,0,157,Tons,"5,115",
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .",,,,15,,,,,14,-64,0,3,,"4,667",1,,0,0,,,
520531,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight . . .",,,0,15,,,,,12,-36,0,1,Tons,"12,000",,,,10,Tons,"9,100",
520532,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight . . .",,,0,15,,,,,81,-5,0,20,,"4,050",,,,24,,"6,750",
520541,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .",,,0,15,,,,,41,-20,0,126,,325,,,,0,,,
520542,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .",,,0,15,,,,,71,38,0,13,,"5,462",,,,141,,"6,057",
520543,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .",,,,15,,,,,165,-12,0,7,,"23,571",135,,0,33,,"10,636",
520544,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .",,,0,15,,,,,10,-24,0,2,,"5,000",,,,18,,"13,278",
520547,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .",,,0,15,,,,,155,-58,0,4,,"38,750",,,,16,,"12,000",
520548,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .",,,,15,,,,,200,0,0,27,Tons,"7,407",302,841,0,69,Tons,"8,420",
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .",,,,15,,,,,0,,0,,Tons,,11,,0,66,Tons,"1,864",
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .",,,0,15,,,,,926,55,0,344,,"2,692",,,,33,,"1,909",
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .",,,0,,,,,,69,4,0,16,Tons,"4,313",,,,,Tons,,
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .",,,0,15,,,,,700,32,2,158,,"4,430",,,,6,,"8,167",
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .",,,0,15,,,,,111,51,0,27,,"4,111",,,,7,,"5,714",
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .",,,0,15,,,,,370,-14,0,76,,"4,868",,,,27,,"4,074",
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .",,,0,,,,,,4,,0,3,,"1,333",,,,,,,
520631,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .",,,0,,,,,,25,115,0,45,,556,,,,,,,
520632,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .",,,0,15,,,,,60,-21,0,85,Tons,706,,,,2,Tons,"1,000",
520635,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .",,,0,,,,,,42,,3,36,,"1,167",,,,,,,
520642,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .",,,0,15,,,,,1,-83,0,0,,,,,,3,,"6,333",
520645,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .",,,,15,,,,,0,,0,,Tons,,2,-40,0,,Tons,,
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excl. sewing thread)",,,0,15,,,,,"14,221",187,4,"3,170",Tons,"4,486",,,,37,Tons,"9,297",
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excl. . . .",,,,15,,,,,59,-22,0,27,Tons,"2,185",32,6,0,21,Tons,"14,667",
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .",,,,22,,,,,262,49,0,6,Tons,"43,667",36,-26,0,363,Tons,"11,592",-
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .",,,0,22,,,,,"7,747",-3,1,"1,624",Tons,"4,770",,,,473,Tons,"6,810",2
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .",,,0,22,,,,,3,-23,0,0,Tons,,,,,70,Tons,"8,486",
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², unbleached . . .",,,,22,,,,,307,-38,0,50,Tons,"6,140",234,-33,0,0,Tons,,-
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², . . .",,,,22,,,,,"1,247",-4,1,141,Tons,"8,844",15,-60,0,0,Tons,,7
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .",,,,22,,,,,"12,451",14,3,"1,441",Tons,"8,641",7,-31,0,213,Tons,"10,052",-
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .",,,0,22,,,,,80,-30,0,12,Tons,"6,667",,,,47,Tons,"11,128",
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², bleached . . .",,,,22,,,,,"2,544",9,0,202,Tons,"12,594",455,34,0,272,Tons,"12,691",4
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .",,,,22,,,,,"1,321",19,1,121,Tons,"10,917",43,19,0,"2,277",Tons,"14,552",8
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .",,,,22,,,,,"16,098",13,2,"1,878",Tons,"8,572",21,-31,0,"1,089",Tons,"10,747",25
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .",,,0,22,,,,,306,-10,0,38,Tons,"8,053",,,,84,Tons,"11,226",1
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², dyed . . .",,,,22,,,,,"6,682",16,1,664,Tons,"10,063",389,31,0,"1,431",Tons,"13,531",12
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .",,,,22,,,,,"1,632",-16,2,145,Tons,"11,255",27,,0,235,Tons,"32,860",2
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .",,,,22,,,,,"4,217",-19,1,376,Tons,"11,215",30,-15,0,125,Tons,"17,176",4
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .",,,,22,,,,,128,-14,0,10,Tons,"12,800",1,6,0,150,Tons,"10,127",1
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², made . . .",,,,22,,,,,978,-20,0,123,Tons,"7,951",86,-27,0,0,Tons,,6
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .",,,,22,,,,,520,10,0,46,Tons,"11,304",9,-59,0,0,Tons,,2
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .",,,,22,,,,,"5,865",0,0,859,Tons,"6,828",82,-9,0,681,Tons,"18,065",4
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², printed . . .",,,,22,,,,,"1,415",-5,0,153,Tons,"9,248",68,-34,0,0,Tons,,7
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², . . .",,,,22,,,,,190,-8,0,24,Tons,"7,917",23,-18,0,0,Tons,,1
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread . . .",,,,22,,,,,897,-2,0,186,Tons,"4,823",1,,0,55,Tons,"4,436",
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², unbleached . . .",,,,22,,,,,188,-35,0,49,Tons,"3,837",8,-59,0,0,Tons,,-
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², . . .",,,0,22,,,,,37,-36,0,7,Tons,"5,286",,,,187,Tons,"8,711",
