Product Code,Product Label,"UAE export to india Value in 2022, USD thousands","nnual growth in value uae export to india between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported from uae to india in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"india import from world Value in 2022, USD thousand ","Annual growth in value of india import from world between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from india to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE texport to world Value in 2022, USD thousand ","Annual growthof uae export to world in value between 2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, . . .",21,-3,10,8,1,Tons,"21,000",13,"11,905",-6,3,568,Tons,"20,960",206,6,0,0,Tons, ,86
847010,Electronic calculators capable of operation without an external source of electric power and . . ., , , ,0, , , ,13,"25,268",2,3,823,Tons,"30,702",351,15,0,0,Tons, ,452
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excl. . . .", , , ,0, , , ,13,381,-3,0,"22,184",Tons,17,15,-9,0,0,Tons, ,7
847029,"Electronic calculating machines not incorporating a printing device, with mains connection . . .", , , ,0, , , ,13,"2,735",44,4,21,Tons,"130,238",25,-29,0,0,Tons, ,23
847030,"Calculating machines, non-electronic", , , ,0, , , ,13,"1,396",34,4,12,Tons,"116,333",41,-4,0,0,Tons, ,
847050,Cash registers incorporating a calculating device,7, ,0,0,0,Tons, ,26,"153,787",24,3,"1,206",Tons,"127,518","4,457",22,0,0,Tons, ,"1,549"
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, . . .",2,-38,3,0,0,Tons, ,26,"32,596",45,3,414,Tons,"78,734",69,-6,0,0,Tons, ,104
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a . . .",946,3,1,0,3,Tons,"315,333",40,"6,894,061",25,4,"22,426",Tons,"307,414","136,235",28,0,0,Tons, ,
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing . . .",745,55,3,0,5,Tons,"149,000",60,"163,021",33,1,"1,038",Tons,"157,053","22,158",26,0,0,Tons, ,
847149,"Data-processing machines, automatic, presented in the form of systems ""comprising at least . . .",156,27,1,0,1,Tons,"156,000",20,"147,616",7,1,829,Tons,"178,065","12,291",17,0,0,Tons, ,
847150,"Processing units for automatic data-processing machines, whether or not containing in the same . . .","1,263",31,2,0,4,Tons,"315,750",20,"2,562,050",9,3,"8,990",Tons,"284,989","60,538",42,0,0,Tons, ,
847160,"Input or output units for automatic data-processing machines, whether or not containing storage . . .","13,042",23,64,0,127,Tons,"102,693",160,"325,768",12,2,"3,176",Tons,"102,572","20,311",20,0,0,Tons, ,
847170,Storage units for automatic data-processing machines,"5,231",35,15,0,13,Tons,"402,385",160,"854,155",1,1,"2,184",Tons,"391,097","35,695",36,0,0,Tons, ,"4,524"
847180,"Units for automatic data-processing machines (excl. processing units, input or output units . . .",93,-18,1,0,0,Tons, ,20,"107,115",-1,0,356,Tons,"300,885","7,675",-24,0,0,Tons, ,"1,760"
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and . . .",197,-7,3,0,1,Tons,"197,000",20,"36,561",-4,1,147,Tons,"248,714","7,321",-3,0,0,Tons, ,693
847210,"Duplicating machines ""hectograph or stencil"" (excl. printing machines and photocopying or thermo-copying . . .", , , ,8, , , ,13,4,-55,0,0,Tons, ,12,10,0,0,Tons, ,-
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines . . .", , , ,8, , , ,13,40,-16,0,1,Tons,"40,000",8,-3,0,0,Tons, ,
847290,"Office machines, n.e.s.",1,-82,0,8,18,Tons,56,105,"73,416",8,2,"3,498,454",Tons,21,"1,858",-23,0,0,Tons, ,
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or . . .", , , ,0, , , ,13,"4,892",11,3,682,Tons,"7,173",135,49,0,0,Tons, ,230
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers . . .", , , ,0, , , ,13,"25,575",3,2,658,Tons,"38,868","1,034",-9,0,0,Tons, ,110
847330,Parts and accessories of automatic data-processing machines or for other machines of heading . . .,"2,445",8,6,0,0,No quantity, ,91,"2,509,284",17,2,0,No quantity, ,"42,769",6,0,0,No quantity, ,
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",126,1,8,8,2,Tons,"63,000",26,"236,873",4,9,"3,040",Tons,"77,919","1,556",-22,0,187,Tons,"58,727",
847350,Parts and accessories equally suitable for use with machines of two or more of the headings . . .,228,-29,25,0,0,Tons, ,13,"26,298",12,3,0,Tons, ,901,-9,0,107,Tons,"69,009",
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those . . .",245,-37,10,8,26,Tons,"9,423",26,"42,383",7,1,"4,492",Tons,"9,435","2,560",0,0,0,Tons, ,-
847420,Crushing or grinding machines for solid mineral substances,330,15,40,8,40,Tons,"8,250",39,"52,886",-11,1,"6,393",Tons,"8,272",827,10,0,0,Tons, ,568
847431,Concrete or mortar mixers (excl. those mounted on railway wagons or lorry chassis),96, ,16,8,17,Tons,"5,647",26,"6,848",15,1,"1,245",Tons,"5,500",601,-28,0,0,Tons, ,-
847432,Machines for mixing mineral substances with bitumen, , , ,8, , , ,13,203,-39,0,32,Tons,"6,344",6,-28,0,0,Tons, ,-
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form . . .",6,-66,1,8,0,Tons, ,13,"45,093",8,7,"2,523",Tons,"17,873",920,21,0,0,Tons, ,53
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened . . .",28,-34,3,8,2,Tons,"14,000",52,"166,429",6,7,"12,627",Tons,"13,180",980,-8,0,0,Tons, ,388
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",802,-11,3,8,76,Tons,"10,553",13,"183,066",13,2,"16,627",Tons,"11,010","30,804",7,0,0,Tons, ,"1,820"
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass . . .", , ,0,8, , , ,13,"1,283",5,2,162,No quantity,"7,920", , , ,0,No quantity, ,72
847521,Machines for making optical fibres and preforms thereof, , ,0,8, , , ,13,"1,926",-62,1,20,No quantity,"96,300", , , ,0,No quantity, ,
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical . . ., , , ,8, , , ,13,"99,653",20,10,"540,115",Tons,185,94,-30,0,0,Tons, ,52
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, . . .", , , ,8, , , ,13,"39,718",8,1,366,Tons,"108,519","71,003",198,1,0,Tons, ,358
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices, , , ,8, , , ,26,"1,375",115,0,65,Tons,"21,154",33,70,0,0,Tons, ,
847629,"Automatic beverage-vending machines, without heating or refrigerating devices", , , ,8, , , ,13,851,-22,3,"5,804",Units,147,2,-18,0,0,Units, ,
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excl. automatic . . ., , , ,8, , , ,26,64,12,0,5,Tons,"12,800",142,"1,148",0,0,Tons, ,2
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing . . .", , , ,8, , , ,52,"2,125",-17,0,"556,541",Tons,4,3,-38,0,0,Tons, ,-
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",1, ,3,8,0,Tons, ,26,"3,260",2,1,133,Tons,"24,511",37,-12,0,0,Tons, ,
847710,Injection-moulding machines for working rubber or plastics,90,-18,2,8,9,Tons,"10,000",13,"183,462",-3,3,"18,096",Tons,"10,138","4,650",15,0,0,Tons, ,
847720,Extruders for working rubber or plastics,106,35,91,8,6,Tons,"17,667",13,"149,061",8,4,"7,858",Tons,"18,969",116,5,0,0,Tons, ,
847730,Blow-moulding machines for working rubber or plastics,28, ,1,8,1,Tons,"28,000",13,"47,474",-4,4,"2,328",Tons,"20,393","3,815",4,0,0,Tons, ,
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics, , , ,8, , , ,13,"22,121",3,2,"1,127",Tons,"19,628",273,84,0,0,Tons, ,
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner . . ., , , ,8, , , ,13,"69,462",13,19,"4,449",Tons,"15,613",2, ,0,0,Tons, ,74
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding . . .,14,-2,2,8,1,Tons,"14,000",13,"62,114",-9,6,"2,738",Tons,"22,686",873,28,0,0,Tons, ,
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, . . .",656,-22,36,8,21,Tons,"31,238",26,"591,887",9,8,"19,650",Tons,"30,121","1,834",-11,0,0,Tons, ,
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these . . .,125,7,2,8,4,Tons,"31,250",13,"238,645",4,3,"26,263",Tons,"9,087","8,302",54,0,0,Tons, ,
847810,"Machinery for preparing or making up tobacco (excl. dryers and other heating equipment, centrifuges . . .",804,339,19,8,37,Tons,"21,730",39,"5,005",10,1,231,Tons,"21,667","4,199",58,1,0,Tons, ,
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.", , , ,8, , , ,13,"1,091",-10,0,6,Tons,"181,833","1,307",129,1,0,Tons, ,
847910,"Machinery for public works, building or the like, n.e.s.",2,-71,0,8,0,Tons, ,13,"40,344",-27,1,"2,831",Tons,"14,251",437,-32,0,0,Tons, ,28
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats . . ., , , ,8, , , ,26,"21,229",-1,4,"1,588",Tons,"13,368","1,770",32,0,0,Tons, ,17
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous . . .,19,50,90,5,2,Tons,"9,500",13,"82,994",37,10,"7,743",Tons,"10,719",21,-44,0,0,Tons, ,32
847940,Rope or cable-making machines (excl. twisting machines of the type used in spinning mills), , , ,8, , , ,13,"39,797",-9,6,"8,048",Tons,"4,945",50,-51,0,0,Tons, ,57
847950,"Industrial robots, n.e.s.",116,58,9,8,31,No quantity,"3,742",13,"86,782",-23,1,"34,362",No quantity,"2,526","1,345",24,0,0,No quantity, ,
847960,"Evaporative air coolers, n.e.s.",5,-21,0,8,0,Tons, ,13,"4,079",-20,1,398,Tons,"10,249","1,553",34,0,0,Tons, ,46
847971,"Passenger boarding bridges, of a kind used in airports", , , ,8, , , ,13,"17,128",20,15,"1,571",Tons,"10,903",1,-50,0,0,Tons, ,
847979,Passenger boarding bridges (excl. of a kind used in airports),1,-43,2,8,0,Tons, ,13,"8,826",1,5,146,Tons,"60,452",49,-28,0,0,Tons, ,
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, . . .",11,-32,3,8,0,Tons, ,13,"104,758",25,4,"1,745",Tons,"60,033",331,6,0,0,Tons, ,84
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring . . .",390,-19,11,8,297,Tons,"1,313",13,"139,160",14,2,"82,251",Tons,"1,692","3,611",5,0,0,Tons, ,45
847989,"Machines and mechanical appliances, n.e.s.","5,182",-8,11,8,"10,348",Tons,501,117,"1,206,213",-1,2,"22,915,113",Tons,53,"48,775",10,0,0,Tons, ,
847990,"Parts of machines and mechanical appliances, n.e.s.","1,834",-20,6,8,42,Tons,"43,667",65,"417,138",-1,2,"18,074",Tons,"23,079","29,377",-3,0,0,Tons, ,
848010,Moulding boxes for metal foundry,1,68,0,8,0,Tons, ,2,"9,497",-7,9,675,Tons,"14,070",423,27,0,0,Tons, ,
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)", , , ,8, , , ,2,"3,668",2,1,948,Tons,"3,869",107,-50,0,0,Tons, ,
848030,Moulding patterns (excl. moulds of graphite or other carbons and ceramic or glass moulds),"1,493",79,69,8,467,Tons,"3,197",2,"8,630",9,4,"1,464",Tons,"5,895","2,152",90,1,0,Tons, ,1
848041,Injection or compression-type moulds for metal or metal carbides (excl. moulds of graphite . . ., , , ,8, , , ,2,"18,804",6,2,"1,201",Tons,"15,657",71,-31,0,0,Tons, ,-
848049,"Moulds for metal or metal carbides (excl. moulds of graphite or other carbons, ceramic or glass . . .",1,-67,3,8,0,Tons, ,2,"37,317",-6,6,"2,433",Tons,"15,338",36,-53,0,0,Tons, ,-
848050,Moulds for glass (excl. moulds of graphite or other carbons and ceramic moulds),5,-3,2,8,2,Tons,"2,500",2,"6,914",23,1,504,Tons,"13,718",285,2,0,0,Tons, ,11
848060,"Moulds for mineral materials (excl. moulds of graphite or other carbons, ceramic or glass moulds)",9, ,0,8,6,Tons,"1,500",2,"121,215",-3,10,"29,757",Tons,"4,073","3,887",30,0,0,Tons, ,673
848071,Injection or compression-type moulds for rubber or plastics,864,13,26,8,17,Tons,"50,824",2,"351,504",8,3,"18,896",Tons,"18,602","3,378",14,0,0,Tons, ,
848079,Moulds for rubber or plastics (other than injection or compression types),196,-6,21,8,10,Tons,"19,600",2,"213,681",-4,10,"18,265",Tons,"11,699",939,-20,0,0,Tons, ,725
848110,Pressure-reducing valves,218,10,3,8,5,Tons,"43,600",13,"39,187",17,1,"1,354",Tons,"28,942","6,723",9,0,0,Tons, ,415
848120,Valves for oleohydraulic or pneumatic transmission,364,23,9,8,2,Tons,"182,000",13,"177,771",11,1,"6,549",Tons,"27,145","4,119",16,0,0,Tons, ,390
848130,"Check ""non-return"" valves for pipes, boiler shells, tanks, vats or the like",260,7,6,8,27,Tons,"9,630",13,"34,671",7,1,848,Tons,"40,886","4,026",8,0,0,Tons, ,423
848140,Safety or relief valves,425,-29,10,8,29,Tons,"14,655",13,"45,778",7,1,"1,233",Tons,"37,127","4,451",9,0,0,Tons, ,-
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excl. pressure-reducing valves, . . .","16,322",12,16,8,325,Tons,"50,222",91,"1,222,397",8,2,"60,070",Tons,"20,350","100,438",21,0,0,Tons, ,"10,150"
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.","4,478",20,14,8,374,Tons,"11,973",26,"358,876",2,2,"17,907",Tons,"20,041","31,888",5,0,0,Tons, ,"3,006"
848210,Ball bearings,"2,097",-4,42,8,"1,618,830",Tons,1,20,"499,173",2,3,"1,009,542,373",Tons,0,"4,946",-8,0,0,Tons, ,"6,822"
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",660,-8,55,8,54,Tons,"12,222",8,"147,474",-1,3,"12,059",Tons,"12,229","1,200",-3,0,0,Tons, ,"1,989"
848230,Spherical roller bearings,"2,860",-6,97,8,163,Tons,"17,546",2,"155,327",5,7,"8,861",Tons,"17,529","2,955",-7,0,0,Tons, ,-
848240,"Needle roller bearings, incl. cage and needle roller assemblies",106,43,22,8,4,Tons,"26,500",2,"36,392",6,3,"1,312",Tons,"27,738",486,32,0,0,Tons, ,123
848250,"Cylindrical roller bearings, incl. cage and roller assemblies (excl. bearings of 8482 10 to . . .",616,24,42,8,"5,097",Tons,121,12,"71,350",2,2,"6,567,017",Tons,11,"1,459",19,0,0,Tons, ,127
848280,"Roller bearings, incl. combined ball-roller bearings (excl. ball bearings, tapered roller bearings, . . .",396,0,18,8,"28,406",Tons,14,2,"120,564",6,7,"127,637,075",Tons,1,"2,223",-12,0,0,Tons, ,"1,228"
848291,"Balls, needles and rollers for bearings (excl. steel balls of heading 7326)",547,47,82,8,7,Tons,"78,143",14,"81,070",3,5,"15,943",Tons,"5,085",665,35,0,0,Tons, ,48
848299,"Parts of ball or roller bearings (excl. balls, needles and rollers), n.e.s.",412,37,50,8,5,Tons,"82,400",2,"198,589",6,3,"30,402",Tons,"6,532",831,-5,0,0,Tons, ,165
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",209,-21,3,8,14,Tons,"14,929",8,"305,061",8,2,"20,238",Tons,"15,074","6,324",-19,0,0,Tons, ,"1,095"
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",215,-17,13,8,15,Tons,"14,333",2,"69,379",6,5,"5,007",Tons,"13,856","1,620",20,0,0,Tons, ,857
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings . . .",244,-27,8,8,"49,934",Tons,5,2,"156,611",6,2,"164,734,231",Tons,1,"3,179",-5,0,0,Tons, ,"1,814"
848340,"Gears and gearing for machinery (excl. toothed wheels, chain sprockets and other transmission . . .",866,4,12,8,38,Tons,"22,789",2,"573,157",13,3,"25,309",Tons,"22,646","6,974",-3,0,0,Tons, ,139
848350,"Flywheels and pulleys, incl. pulley blocks",263,-9,18,8,18,Tons,"14,611",4,"119,469",-3,2,"8,038",Tons,"14,863","1,487",1,0,0,Tons, ,-
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",334,-16,16,8,12,Tons,"27,833",6,"115,589",6,3,"4,190",Tons,"27,587","2,066",-21,0,0,Tons, ,908
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts . . .","1,070",-2,38,8,53,Tons,"20,189",2,"373,997",14,2,"34,044",Tons,"10,986","2,848",-1,0,"3,911",Tons,"15,803",480
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more . . .,173,-7,3,8,5,No quantity,"34,600",26,"42,735",8,1,"1,298",No quantity,"32,924","4,946",3,0,0,No quantity, ,"1,280"
848420,Mechanical seals,308,2,6,8,1,Tons,"308,000",13,"71,878",6,2,"1,999",Tons,"35,957","4,970",-13,0,0,Tons, ,"2,987"
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, . . .",336,1,11,8,2,Tons,"168,000",13,"35,916",10,2,616,Tons,"58,305","3,067",0,0,0,Tons, ,783
848610,Machines and apparatus for the manufacture of boules or wafers, , , ,8, , , ,13,"26,261",54,1,137,Tons,"191,686",6, ,0,0,Tons, ,
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated . . ., , , ,8, , , ,13,"174,658",62,0,488,Tons,"357,906",486,18,0,0,Tons, ,
848630,Machines and apparatus for the manufacture of flat panel displays, , , ,8, , , ,13,"15,740",71,0,210,No quantity,"74,952",7,-15,0,0,No quantity, ,
848640,Machines and apparatus specified in Note 11 C to chapter 84, , , ,8, , , ,13,"99,144",58,1,398,Tons,"249,106",18,-21,0,0,Tons, ,
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the . . ., , , ,8, , , ,13,"11,403",0,0,168,Tons,"67,875",372,-33,0,0,Tons, ,
848710,Ships' or boats' propellers and blades therefor,147,117,47,8,4,Tons,"36,750",2,"6,156",6,1,177,Tons,"34,780",315,6,0,0,Tons, ,14
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",660,-11,4,8,42,Tons,"15,714",2,"77,342",1,1,"3,346",Tons,"23,115","16,212",21,0,0,Tons, ,352
850110,"Motors of an output <= 37,5 W",365,-26,30,8,10,Tons,"36,500",70,"298,160",3,2,"8,105",Tons,"36,787","1,206",-25,0,0,Tons, ,-
850120,"Universal AC-DC motors of an output > 37,5 W",21,-23,6,8,37,Units,568,14,"94,027",4,6,"14,457,693",Units,7,360,-30,0,0,Units, ,99
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. . . .",76,17,5,8,2,Units,"38,000",70,"270,031",0,2,"60,084,160",Units,4,"1,487",19,0,0,Units, ,103
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),88,64,3,8,"10,047",Units,9,28,"46,007",3,2,"2,613,105",Units,18,"2,983",42,0,0,Units, ,100
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),49,114,6,8,2,Tons,"24,500",28,"17,257",59,3,"97,467",Tons,177,784,32,0,0,Tons, ,10
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),181,26,42,8,12,Tons,"15,083",70,"5,240",8,1,354,Tons,"14,802",434,20,0,0,Tons, ,-
850140,"AC motors, single-phase, of an output > 37,5 W",70,1,11,8,5,Tons,"14,000",28,"132,480",21,2,"9,292",Tons,"14,257",632,3,0,0,Tons, ,137
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W","1,090",56,65,8,554,Tons,"1,968",42,"67,070",3,1,"6,326,364",Tons,11,"1,668",17,0,0,Tons, ,66
