Product Code,Product Label,uae export to world Value in 2022,Annual growth in value between uae export to world 2018-2022,Share in world exports,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,,"Estimation of untapped potential trade, USD thousand"
841121,Turbopropellers of a power <= 1.100 kW,286,449,0,0,Tons, ,,69
841122,Turbopropellers of a power > 1.100 kW,"2,272",24,0,0,Tons, ,,332
841181,Gas turbines of a power <= 5.000 kW (excl. turbojets and turbopropellers),"2,585",-24,0,0,No quantity, ,,973
841182,Gas turbines of a power > 5.000 kW (excl. turbojets and turbopropellers),"2,237",-46,0,0,No quantity, ,,573
841191,"Parts of turbojets or turbopropellers, n.e.s.","25,548",-9,0,0,Tons, ,,-
841199,"Parts of gas turbines, n.e.s.","43,825",34,0,0,Tons, ,,962
841210,Reaction engines other than turbojets,16,-43,0,0,Units, ,,7
841221,"Hydraulic power engines and motors, linear acting ""cylinders""","7,094",41,0,0,Tons, ,,249
841229,"Hydraulic power engines and motors (excl. hydraulic turbines and water wheels of heading 8410, . . .","6,234",2,0,0,Tons, ,,808
841231,"Pneumatic power engines and motors, linear-acting, ""cylinders""",483,11,0,0,Tons, ,,-
841239,Pneumatic power engines and motors (excl. linear acting),"1,845",58,0,0,Tons, ,,181
841280,"Engines and motors (excl. steam turbines, internal combustion piston engine, hydraulic turbines, . . .",883,-17,0,0,Units, ,,358
841290,"Parts of non-electrical engines and motors, n.e.s.","20,838",-5,0,0,Tons, ,,"2,939"
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, . . .",295,6,0,0,Tons, ,,221
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excl. pumps for . . .","6,389",9,0,0,Units, ,,623
841320,Hand pumps for liquids (excl. those of subheading 8413.11 and 8413.19),"2,038",30,0,0,Tons, ,,11
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine","23,595",34,0,0,Tons, ,,"4,043"
841340,Concrete pumps,"1,273",6,0,0,Tons, ,,97
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excl. those of subheading . . .","7,406",9,0,0,Tons, ,,-
841360,"Rotary positive displacement pumps for liquids, power-driven (excl. those of subheading 8413.11 . . .","2,242",3,0,0,Tons, ,,583
841370,"Centrifugal pumps, power-driven (excl. those of subheading 8413.11 and 8413.19, fuel, lubricating . . .","26,922",14,0,0,Tons, ,,"2,053"
841381,"Pumps for liquids, power-driven (excl. those of subheading 8413.11 and 8413.19, fuel, lubricating . . .","11,797",0,0,0,Units, ,,"3,397"
841382,Liquid elevators (excl. pumps),734,-17,0,0,Tons, ,,20
841391,"Parts of pumps for liquids, n.e.s.","16,039",9,0,0,Tons, ,,"2,811"
841392,"Parts of liquid elevators, n.e.s.",343,45,0,25,Tons,"64,760",,51
841410,Vacuum pumps,"5,894",49,0,0,Tons, ,,125
841420,Hand-operated or foot-operated air pumps,100,-9,0,0,Tons, ,,80
841430,Compressors for refrigerating equipment,"1,762",-6,0,0,Tons, ,,"3,674"
841440,Air compressors mounted on a wheeled chassis for towing,"4,252",33,0,0,Tons, ,,95
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an . . .","2,175",5,0,0,Tons, ,,"1,456"
841459,"Fans (excl. table, floor, wall, window, ceiling or roof fans, with a self-contained electric . . .","48,426",17,0,0,Tons, ,,"1,539"
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal . . .","3,518",-4,0,0,Tons, ,,997
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a . . .","6,746",6,0,0,Tons, ,,"2,649"
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling . . .","15,700",25,0,0,Tons, ,,"4,145"
841510,"Air conditioning machines designed to be fixed to a window, wall, ceiling or floor, self-contained . . .","7,747",4,0,0,Tons, ,,"53,887"
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",237,-10,0,0,Tons, ,,-
841581,Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the . . .,"3,637",40,0,0,Tons, ,,"1,303"
841582,Air conditioning machines incorporating a refrigerating unit but without a valve for reversal . . .,"26,503",42,0,0,Tons, ,,"2,667"
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating . . .","8,717",38,0,0,Tons, ,,"2,970"
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing . . .","45,971",40,0,0,Tons, ,,"2,827"
841610,Furnace burners for liquid fuel,24,-56,0,0,Tons, ,,19
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners","3,546",25,0,0,Tons, ,,185
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances . . .",2,-63,0,0,Tons, ,,5
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical . . .","1,973",-25,0,429,No quantity,"18,660",,138
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other . . .",331,-45,0,0,Tons, ,,200
841720,"Bakery ovens, incl. biscuit ovens, non-electric",778,35,0,0,Tons, ,,43
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excl. those . . .",543,-6,0,0,Tons, ,,232
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",304,-26,0,"6,272",Tons,"6,486",,186
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof","1,372",12,0,0,Tons, ,,"11,756"
841821,"Household refrigerators, compression-type",793,3,0,0,Tons, ,,"14,830"
841829,"Household refrigerators, absorption-type","1,626",-1,0,0,Tons, ,,612
841830,"Freezers of the chest type, of a capacity <= 800 l","1,014",2,0,0,Tons, ,,681
841840,"Freezers of the upright type, of a capacity <= 900 l",436,-4,0,0,Tons, ,,225
841850,"Furniture ""chests, cabinets, display counters, show-cases and the like"" for storage and display, . . .","5,855",-3,0,0,Tons, ,,547
841861,Heat pumps (excl. air conditioning machines of heading 8415),"3,025",7,0,0,No quantity, ,,-
841869,Refrigerating or freezing equipment (excl. refrigerating and freezing furniture),"7,796",-4,0,0,No quantity, ,,"1,034"
841891,Furniture designed to receive refrigerating or freezing equipment,848,11,0,0,Tons, ,,45
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.","23,416",26,0,"7,610",Tons,"10,871",,"2,013"
841911,Instantaneous gas water heaters (excl. boilers or water heaters for central heating),32,-20,0,0,Tons, ,,23
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, . . .",348,11,0,0,Tons, ,,14
841920,"Medical, surgical or laboratory sterilizers","1,223",9,0,0,Tons, ,,"1,622"
841931,Dryers for agricultural products,2, ,0,0,Tons, ,,23
841932,"Dryers for wood, paper pulp, paper or paperboard",1, ,0,0,Tons, ,,
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural . . .","2,865",61,0,0,Tons, ,,146
841940,Distilling or rectifying plant,"5,140",-4,0,0,Tons, ,,-
841950,Heat-exchange units (excl. those used with boilers),"44,803",9,0,0,Tons, ,,"5,714"
841960,Machinery for liquefying air or other gases,"41,712",67,3,0,Tons, ,,"2,058"
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excl. . . .","1,583",-2,0,0,Tons, ,,-
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment . . .","12,894",-2,0,0,Tons, ,,
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for . . .","60,419",101,1,0,Tons, ,,
842010,Calendering or other rolling machines (other than for metals or glass),146,22,0,0,Tons, ,,9
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),160,-2,0,0,Tons, ,,-
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excl. . . .",155,79,0,23,Tons,"85,609",,46
842111,Centrifugal cream separators,580,30,1,0,Tons, ,,53
842112,Centrifugal clothes-dryers,289,67,1,0,Tons, ,,1
842119,"Centrifuges, incl. centrifugal dryers (excl. isotope separators, cream separators and clothes . . .","1,301",-6,0,0,Tons, ,,
842121,Machinery and apparatus for filtering or purifying water,"39,039",6,0,0,Tons, ,,-
842122,Machinery and apparatus for filtering or purifying beverages (excl.water),193,-45,0,0,Tons, ,,-
842123,Oil or petrol-filters for internal combustion engines,"12,204",19,0,0,Tons, ,,"1,487"
842129,Machinery and apparatus for filtering or purifying liquids (excl. such machinery and apparatus . . .,"22,050",2,0,0,Tons, ,,"1,177"
842131,Intake air filters for internal combustion engines,"6,122",4,0,0,Tons, ,,583
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake . . .,"32,986",29,0,0,Tons, ,,"5,066"
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",173,-23,0,0,Tons, ,,
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.","20,887",-10,0,0,Tons, ,,"3,983"
842211,Dishwashing machines of the household type,373,118,0,0,Tons, ,,"8,690"
842219,Dishwashing machines (excl. those of the household type),197,-3,0,0,Tons, ,,33
842220,Machinery for cleaning or drying bottles or other containers (excl. dishwashing machines),729,108,0,0,Tons, ,,45
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; . . .","13,059",-4,0,0,Tons, ,,703
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excl. machinery for filling, . . .","3,742",-13,0,0,Tons, ,,"1,705"
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus . . .","1,847",-13,0,0,Tons, ,,-
842310,"Personal weighing machines, incl. baby scales; household scales",176,-8,0,0,Tons, ,,131
842320,Scales for continuous weighing of goods on conveyors,13,-40,0,0,Tons, ,,-
842330,Constant weight scales and scales for discharging a pre-determined weight of material into . . .,65,-32,0,0,Tons, ,,169
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excl. balances of a sensitivity . . .,184,-4,0,0,Tons, ,,13
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excl. personal weighing . . .,56,-5,0,0,Units, ,,11
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,357,1,0,0,No quantity, ,,47
842390,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s.",298,10,0,0,Tons, ,,169
842410,"Fire extinguishers, whether or not charged","5,955",-2,0,0,Units, ,,398
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices . . .","1,283",-5,0,0,Tons, ,,53
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances . . .","1,667",-1,0,0,Tons, ,,-
842441,"Agricultural or horticultural sprayers, portable",334,-25,0,0,Tons, ,,
842449,Agricultural or horticultural sprayers (excl. portable),"2,470",-6,0,0,Tons, ,,
842482,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting . . .","49,961",39,2,0,Tons, ,,
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying . . .","4,190",-2,0,0,Tons, ,,
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines . . .","13,951",25,0,"11,165",Tons,"8,667",,
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a . . .",528,1,0,0,Tons, ,,101
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), . . .",379,1,0,0,Units, ,,-
842531,Winches and capstans powered by electric motor,"2,831",-45,0,0,Tons, ,,
842539,"Winches and capstans, non-powered by electric motor",960,14,0,0,Tons, ,,
842541,Built-in jacking systems of a type used in garages,44,-31,0,0,Tons, ,,4
842542,"Jacks and hoists, hydraulic (excl. built-in jacking systems used in garages)","2,838",6,0,0,Tons, ,,41
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic","3,116",-7,0,0,Units, ,,-
842611,Overhead travelling cranes on fixed support,922,6,0,0,Tons, ,,385
842612,Mobile lifting frames on tyres and straddle carriers,"1,489",8,0,0,Tons, ,,98
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting . . .","1,120",-40,0,0,Tons, ,,259
842620,Tower cranes,"8,882",-12,1,0,Tons, ,,-
842630,Portal or pedestal jib cranes,134,-9,0,0,Tons, ,,21
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excl. wheel-mounted . . .","18,198",27,1,0,Tons, ,,-
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excl. those on tyres and . . .","4,822",-7,0,0,Tons, ,,"1,281"
842691,Cranes designed for mounting on road vehicles,319,20,0,0,Tons, ,,40
842699,"Ships' derricks; cranes, incl. cable cranes (excl. overhead travelling cranes, transporter . . .",621,16,0,0,Tons, ,,87
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",863,27,0,0,Tons, ,,49
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric . . .","3,329",13,0,0,Tons, ,,82
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled","1,417",5,0,0,Tons, ,,286
842810,Lifts and skip hoists,"5,561",-1,0,0,Tons, ,,-
842820,Pneumatic elevators and conveyors,"1,217",-16,0,0,Tons, ,,226
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excl. . . .", , , ,0,Units, ,,27
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excl. for underground . . .",114,24,0,0,Tons, ,,11
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excl. those for . . .",754,-6,0,0,Tons, ,,316
842839,"Continuous-action elevators and conveyors, for goods or materials (excl. those for underground . . .",328,-13,0,0,Tons, ,,
842840,Escalators and moving walkways,15,36,0,0,Tons, ,,97
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",7,-31,0,0,Tons, ,,
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.","10,823",38,0,0,Tons, ,,
842911,"Self-propelled bulldozers and angledozers, track laying","15,653",1,0,0,Tons, ,,641
842919,"Self-propelled bulldozers and angledozers, on wheels","2,084",19,1,0,Tons, ,,112
842920,Self-propelled graders and levellers,"5,537",10,0,0,Tons, ,,"1,619"
842930,Self-propelled scrapers,111, ,0,0,Tons, ,,-
842940,Self-propelled tamping machines and roadrollers,"1,958",20,0,0,Tons, ,,13
842951,Self-propelled front-end shovel loaders,"15,074",45,0,0,Tons, ,,646
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360° revolving su . . .","11,950",15,0,0,Tons, ,,"1,095"
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excl. self-propelled mechanical . . .","10,605",17,0,0,Tons, ,,133
843010,"Pile-drivers and pile-extractors (excl. those mounted on railway wagons, motor vehicle chassis . . .",379,-10,0,0,Tons, ,,-
843020,"Snowploughs and snowblowers (excl. those mounted on railway wagons, motor vehicle chassis or . . .",1, ,0,0,Tons, ,,
843031,Self-propelled coal or rock cutters and tunnelling machinery (excl. hydraulically operated . . .,320,100,0,0,Units, ,,75
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excl. hand-operated tools . . .",186,-49,0,0,No quantity, ,,-
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores . . .,"7,187",-15,0,0,Tons, ,,-
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled . . .","1,499",-39,0,0,Units, ,,"15,509"
843050,"Self-propelled earth-moving machinery, n.e.s.",331,-24,0,0,Tons, ,,82
