Product Code,Product Label,uae export to world Value in 2022,Annual growth in value between uae export to world 2018-2022,Share in world exports,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,,"Estimation of untapped potential trade, USD thousand"
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excl. . . .","6,491",72,1,69,Tons,"1,493",,130
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, . . .","1,900",-17,0,"2,843",Tons,906,,-
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, . . .","12,606",16,1,"1,726",Tons,329,,"1,117"
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster . . .","3,452",-10,1,0,Tons, ,,-
680990,Articles of plaster or of compositions based on plaster (excl. plaster bandages for straightening . . .,"1,488",16,1,429,Tons,"1,837",,-
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced","1,976",54,0,0,Tons, ,,15
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excl. . . .","2,533",40,0,"18,623",Tons,"1,084",,216
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or . . .","1,181",-31,0,0,Tons, ,,73
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excl. prefabricated . . .","5,280",-1,0,0,Tons, ,,19
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",14,-31,0,391,Tons,"1,862",,
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",17,145,0,214,Tons,"2,121",,
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, . . .",380,-10,0,"59,692",Tons,242,,
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excl. corrugated and . . .",701,96,0,85,Tons,"2,424",,
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with . . .,3,-20,0,4,Tons,"10,000",,
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis . . .",35,-32,0,5,Tons,"9,200",,
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",19,6,1,16, ,"2,063",,
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and . . .,51,7,0,"1,743",Tons,"1,408",,
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers . . .",169,-4,1,0,Tons, ,,
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined . . .","1,130",6,0,0,Tons, ,,
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers . . .",213,-12,0,0,Tons, ,,
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support . . .",3,0,0,371,Tons,"8,922",,53
681490,"Worked mica and articles of mica (excl. electrical insulators, insulating fittings, resistors . . .",4,-65,0,23,Tons,"13,435",,67
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",362,-32,0,201,Tons,"30,766",,172
681520,Articles of peat (excl. textile products from peat fibres), , , ,9,Tons,"3,889",,
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the . . .",833,64,0,908,Tons,"1,437",,108
681599,"Articles of stone or of other mineral substances, n.e.s.","3,283",-16,0,"11,234",Tons,"2,912",,218
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite . . .",311,-36,0,443,Tons,"1,729",,124
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, . . .","2,174",49,0,"15,337",Tons,"1,072",,-
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, . . .","2,296",40,0,"53,182",Tons,817,,433
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excl. . . .",992,46,0,"20,768",Tons,987,,31
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, . . .",75,-42,0,255,Tons,"7,675",,103
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods . . .",765,31,0,"11,471",No quantity,"1,888",,68
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, . . .","1,126",95,0,0,Tons, ,,214
690410,"Building bricks (excl. those of siliceous fossil meals or similar siliceous earths, and refractory . . .",142,48,0,0,Tons, ,,-
690490,"Ceramic flooring blocks, support or filler tiles and the like (excl. those of siliceous fossil . . .","1,205",44,0,0,Tons, ,,104
690510,Roofing tiles,138,-3,0,0,Tons, ,,"1,337"
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional . . .",157,48,0,0,Tons, ,,16
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excl. of siliceous fossil meals or similar . . .",163,95,0,0,Tons, ,,113
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight . . .","66,611",1,0,0,Tons, ,,
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight . . .","9,250",-10,0,0,Tons, ,,
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight . . .","15,379",4,1,0,Tons, ,,
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing . . .","1,247",-12,0,0,Tons, ,,
690740,Finishing ceramics (excl. refractory),"3,450",-10,0,0,Tons, ,,
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excl. . . .",53,49,0,0,Tons, ,,
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other . . .",128,30,0,0,Tons, ,,97
690919,"Ceramic wares for chemical or other technical uses (excl. of porcelain or china, articles having . . .",167,26,0,0,Tons, ,,128
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, . . .",207,-10,0,0,Tons, ,,56
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing . . .","45,039",25,0,0,Tons, ,,"2,147"
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing . . .","17,612",-9,1,0,Tons, ,,"2,340"
691110,"Tableware and kitchenware, of porcelain or china (excl. ornamental articles, pots, jars, carboys . . .","39,536",-2,0,0,Tons, ,,-
691190,"Household and toilet articles, of porcelain or china (excl. tableware and kitchenware, baths, . . .",558,0,0,0,Tons, ,,-
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than . . .","1,463",-3,0,0,Tons, ,,119
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",73,-24,0,0,Tons, ,,37
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excl. of porcelain or china)",167,-9,0,0,Tons, ,,8
691410,"Ceramic articles of porcelain or china, n.e.s.",159,-68,0,0,Tons, ,,60
691490,"Ceramic articles, n.e.s. (excl. of porcelain or china)","1,900",31,0,0,Tons, ,,159
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, . . .",569,0,0,"31,010",Tons,124,,-
700210,"Glass in balls, unworked (excl. glass microspheres <= 1 mm in diameter, glass balls of the . . .",3,2,0,92,Tons,424,,
700220,"Rods of glass, unworked",1,-26,0,25,Tons,"3,920",,
700231,"Tubes of fused quartz or other fused silica, unworked", , , ,4,Tons,"49,000",,
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature . . ., , , ,"1,070",No quantity,"1,728",,
700239,"Tubes of glass, unworked (excl. tubes of glass having a linear coefficient of expansion <= . . .",67,-28,0,348,Tons,"10,830",,59
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass ""body tinted"", . . .", , , ,0,No quantity, ,,
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excl. glass coloured . . .",573,123,0,0,1000 square meters, ,,1
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or . . .",587,-19,3,8,Tons,"14,750",,2
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, . . .",272,157,3,3,Tons,"71,667",,29
700420,"Sheets of glass, drawn or blown, coloured throughout the mass ""body tinted"" opacified, flashed . . .",234,61,1,0,1000 square meters, ,,70
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excl. glass coloured throughout . . .",511,-8,0,0,1000 square meters, ,,34
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting . . .","10,175",-7,0,0,Tons, ,,"2,418"
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass ""body tinted"", . . .","20,963",7,2,0,Tons, ,,829
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excl. . . .","21,020",-4,0,0,1000 square meters, ,,"1,022"
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, . . .",58,-58,0, ,Tons, ,,-
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting . . .",371,-20,0,0, , ,,
700711,"Toughened ""tempered"" safety glass, of size and shape suitable for incorporation in motor vehicles, . . .",679,-20,0,0,Tons, ,,61
700719,"Toughened ""tempered"" safety glass (excl. glass of size and shape suitable for incorporation . . .","1,168",-3,0,0,Tons, ,,"1,145"
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, . . .","3,596",19,0,0,Tons, ,,-
700729,"Laminated safety glass (excl. glass of size and shape suitable for incorporation in motor vehicles, . . .","3,690",17,0,0,Tons, ,,18
700800,Multiple-walled insulating units of glass,"14,310",20,1,0,Tons, ,,24
700910,"Rear-view mirrors, whether or not framed, for vehicles","1,309",6,0,0,Tons, ,,187
700991,"Glass mirrors, unframed (excl. rear-view mirrors for vehicles, optical mirrors, optically worked, . . .",423,-8,0,0,Tons, ,,143
700992,"Glass mirrors, framed (excl. rear-view mirrors for vehicles, optical mirrors, optically processed, . . .","1,009",-14,0,0,Tons, ,,-
701010,Glass ampoules,977,-7,1,58,Tons,"7,069",,104
701020,"Stoppers, lids and other closures, of glass",40,-10,0,0,Tons, ,,16
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used . . .","203,595",5,1,0,Tons, ,,"6,578"
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for . . .",197,11,0,0,Tons, ,,638
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for . . .",9,-8,0, , , ,,
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for . . .",41,-18,0,0,Tons, ,,
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration . . .","2,108",-22,1,0,Tons, ,,252
701322,"Drinking glasses, stemware, of lead crystal",66,20,0,0,Tons, ,,
701328,"Drinking glasses, stemware (excl. of glass ceramics or of lead crystal)",504,-7,0,0,Tons, ,,
701333,Drinking glasses of lead crystal (excl. stemware),28,-28,0,0,Tons, ,,
701337,Drinking glasses (excl. glasses of glass ceramics or of lead crystal and stemware),"19,513",2,1,0,Tons, ,,
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excl. articles of . . .",92,-13,0,0,Tons, ,,9
701342,Glassware for table or kitchen purposes of glass having a linear coefficient of expansion <= . . .,158,5,0,"3,182",Tons,"2,702",,210
701349,Glassware for table or kitchen purposes (excl. glass having a linear coefficient of expansion . . .,"21,689",-1,1,0,Tons, ,,136
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar . . .",464,-29,0,0,Tons, ,,33
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excl. glassware . . .","1,708",0,0,0,Tons, ,,199
701400,"Signalling glassware and optical elements of glass, not optically worked (excl. clock or watch . . .",10,-27,0,0,Tons, ,,
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked . . .",1,-37,0,0,Tons, ,,
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, . . .",22,-7,0,0,Tons, ,,28
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar . . .",188,21,0,"2,969",Tons,"2,718",,-
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, . . .","1,289",27,0,0,Tons, ,,178
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of . . .",7,-59,0,0,Tons, ,,
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having . . .",82,-1,0,0,Tons, ,,
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excl. . . .",64,-22,0,332,Tons,"12,792",,49
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass . . .",383,-46,0,"9,281",Tons,"13,530",,"1,534"
701820,Glass microspheres <= 1 mm in diameter,"2,491",25,1,"3,419",Tons,"1,053",,-
701890,"Glass eyes (excl. prosthetic articles); articles of glass beads, or of imitation pearls, imitation . . .",43,2,0,"1,728",Tons,"8,294",,67
701911,"Glass fibre threads ""chopped strands"", cut into lengths <= 50 mm",380,-23,0,"4,613",Tons,"1,419",,-
701912,Rovings of glass fibres,"2,700",53,0,"31,115",Tons,"1,104",,22
701919,"Glass fibre cakes ""textile cakes"" and chopped glass fibre strands of a length >50mm",64,-17,0,31,Tons,"4,323",,14
701931,Mats of irregularly laminated glass fibres,825,-11,0,"11,645",Tons,"1,655",,451
701932,"Thin sheets ""voiles"" of irregularly laminated glass fibres",90,137,0,473,Tons,"6,121",,16
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and . . .","3,278",-2,0,0,Tons, ,,493
701940,Woven fabrics of glass fibres made from rovings,"1,048",69,0,0,Tons, ,,181
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",183,114,0,0, , ,,16
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, . . .",631,150,0,0, , ,,
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain . . .","2,837",64,0,0,Tons, ,,67
701990,"Glass fibres and articles thereof, n.e.s.","10,212",-9,0,0,Tons, ,,"3,456"
702000,"Articles of glass, n.e.s.",899,8,0,0,Tons, ,,98
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, . . .","1,108",-5,3,0,Tons, ,,-
710121,"Cultured pearls, unworked, whether or not graded",1,-75,0,0,Tons, ,,
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured . . .","1,422",-40,0,0,Tons, ,,409
710210,"Diamonds, unsorted","42,737",81,3,0, , ,,-
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted","107,354",43,4,0,Tons, ,,"50,413"
710229,"Industrial diamonds, worked, but not mounted or set (excl. unmounted stones for pick-up styluses, . . .",32,-41,0,0,Tons, ,,9
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excl. industrial diamonds)","11,814,766",16,31,0,Tons, ,,"6,682,734"
710239,"Diamonds, worked, but not mounted or set (excl. industrial diamonds)","2,484,127",5,3,0,Tons, ,,"563,156"
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether . . .","45,622",1,3,0,Tons, ,,"10,150"
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, . . .","86,610",-7,1,0,Tons, ,,-
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or . . .","37,396",-10,2,0,Tons, ,,-
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, . . .",26,159,0,6,Tons,"264,000",,
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly . . .","357,734",113,16,2,No quantity,"239,125,000",,"15,509"
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded . . .","35,821",-39,1,0,No quantity, ,,"16,567"
710510,"Dust and powder of diamonds, incl. synthetic diamonds","2,187",23,0,0,Tons, ,,549
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excl. dust and powder . . .,68,89,0,4,Tons,"5,250",,
710610,"Powder of silver, incl. silver plated with gold or platinum","4,061",-5,0,0,Tons, ,,-
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excl. silver in powder form)","50,161",27,0,51,Tons,"673,647",,"6,802"
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured","36,503",98,1,22,Tons,"389,909",,"8,861"
710700,"Base metals clad with silver, not further worked than semi-manufactured", , , ,0,Tons, ,,
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes","25,968","3,549",6,0,Tons, ,,-
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excl. gold in . . .","22,449,391",24,8,157,Tons,"50,817,682",,"2,425,207"
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes","1,586,924",12,1,136,Tons,"55,104,500",,-
710820,Monetary gold,275,-12,0,0, , ,,
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",1, ,0,23,No quantity,"390,957",,
711011,"Platinum, unwrought or in powder form","24,017",58,0,0,Tons, ,,-
711019,"Platinum, in semi-manufactured forms","1,184,719",952,17,2,Tons,"16,791,000",,-
711021,"Palladium, unwrought or in powder form",20,13,0,0,No quantity, ,,19
711029,Palladium in semi-manufactured forms,112, ,0,0,Tons, ,,
711031,"Rhodium, unwrought or in powder form", , , ,0,Tons, ,,
711039,Rhodium in semi-manufactured forms, , , ,1,Tons,"1,695,000",,
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",157, ,0,0, , ,,
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",2,221,0,0,No quantity, ,,
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",6, ,0,0, , ,,8
711230,Ash containing precious metal or precious-metal compounds,"1,036",-33,0,0,Tons, ,,
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold . . .","4,078",-35,0,0,No quantity, ,,
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing . . .","390,961",80,4,24,Tons,"676,125",,
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing . . .","98,007",14,1,732,Tons,"19,015",,
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other . . .","34,553",17,0,56,No quantity,"1,623,375",,-
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not . . .","3,606,250",-24,3,0,Tons, ,,"12,463"
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excl. articles . . .","2,259",47,1,0,Tons, ,,-
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not . . .",135,-11,0,0,Tons, ,,7
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than . . .","10,352",7,2,0,Tons, ,,382
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious . . .","2,303",15,1,24,Tons,"99,792",,10
711510,"Catalysts in the form of wire cloth or grill, of platinum", , , ,0,Tons, ,,
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.","23,779",156,0,0,Tons, ,,-
711610,"Articles of natural or cultured pearls, n.e.s.",595,-46,0,0,No quantity, ,,9
711620,"Articles of precious or semi-precious stones ""natural, synthetic or reconstructed"", n.e.s.",804,-44,0,0,Tons, ,,-
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",255,-7,0,0,Tons, ,,-
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excl. cuff links . . .","2,538",-17,0,"3,614",Tons,"29,653",,192
711790,"Imitation jewellery (excl. jewellery, of base metal, whether or not clad with silver, gold . . .","1,629",-31,0,"1,543",Tons,"19,628",,268
711810,"Coin (excl. legal tender, gold coins, medals, jewellery made from coins, collectors' items . . .",392,176,0,1,Tons,"14,181,000",,
711890,Coin of legal tender,"4,477",-10,0,0, , ,,
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of . . .", , , ,"89,509",Tons,543,,
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus", , , ,"2,513",Tons,947,,
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",2, ,0,29,Tons,"1,517",,
720211,"Ferro-manganese, containing by weight > 2% of carbon",110,-40,0,"102,882",No quantity,"1,244",,121
720219,"Ferro-manganese, containing by weight <= 2% carbon", , , ,"83,680",Tons,"2,635",,57
720221,"Ferro-silicon, containing by weight > 55% of silicon","11,592",44,0,"10,738",Tons,"1,753",,-
720229,"Ferro-silicon, containing by weight <= 55% silicon",185, ,0,136,Tons,"1,838",,
720230,Ferro-silico-manganese,891,141,0,"116,074",Tons,"1,223",,165
720241,"Ferro-chromium, containing by weight > 4% of carbon","2,515",3,0,"162,936",Tons,"1,137",,-
720249,"Ferro-chromium, containing by weight <= 4% of carbon","1,225",-48,0,"1,725",Tons,"3,690",,-
720250,Ferro-silico-chromium, , , , ,Tons, ,,
720260,Ferro-nickel,"1,054", ,0, ,Tons, ,,-
720270,Ferro-molybdenum,"19,157",43,1,49,Tons,"34,286",,-
720280,Ferro-tungsten and ferro-silico-tungsten, , , ,0,Tons, ,,
720291,Ferro-titanium and ferro-silico-titanium, , , ,398,Tons,"5,359",,-
720292,Ferro-vanadium,"2,973", ,0,110,Tons,"31,518",,-
720293,Ferro-niobium,659,-14,0,12,Tons,"30,250",,-
720299,"Ferro-alloys (excl. ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, . . .","6,177",401,0,"4,111",Tons,"1,912",,-
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms","9,938",-8,0,490,Tons,"27,535",,-
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of . . .",796,-13,0,185,Tons,"2,530",,-
720410,"Waste and scrap, of cast iron (excl. radioactive)","5,368",7,0,"8,265",No quantity,564,,-
720421,"Waste and scrap of stainless steel (excl. radioactive, and waste and scrap of batteries and . . .","253,010",15,3,"21,483",Tons,"1,035",,"47,879"
720429,"Waste and scrap of alloy steel (excl. stainless steel, and waste and scrap, radioactive, or . . .","13,085",19,0,"15,629",Tons,382,,-
720430,"Waste and scrap of tinned iron or steel (excl. radioactive, and waste and scrap of batteries . . .","7,000",13,1,"10,940",Tons,329,,533
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron . . .","62,885",11,2,"10,382",Tons,402,,-
720449,"Waste and scrap of iron or steel (excl. slag, scale and other waste of the production of iron . . .","777,832",8,2,"138,312",No quantity,439,,-
720450,Remelting scrap ingots of iron or steel (excl. products whose chemical composition conforms . . .,"4,062",0,5,"4,250", ,307,,
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excl. granules of ferro-alloys, turnings . . .","2,069",74,0,"3,948",Tons,859,,210
720521,"Powders, of alloy steel (excl. powders of ferro-alloys and radioactive iron powders ""isotopes"")", , , ,131,Tons,"6,366",,17
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excl. powders of ferro-alloys . . .",1,-27,0,0,Tons, ,,-
720610,"Ingots, of iron and non-alloy steel (excl. remelted scrap ingots, continuous cast products, . . .",19,129,0,439,No quantity,"25,280",,98
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excl. ingots, remelted scrap . . .",125,1,0,34,Tons,"1,824",,123
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, . . .","120,559",19,1,"1,475",Tons,521,,109
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, . . .","241,829",-6,1,0,Tons, ,,-
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, . . .","111,911",15,5,49,Tons,"1,878",,"1,204"
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon","41,103",-19,1,105,Tons,"2,857",,-
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .",784,11,0,"19,409",No quantity,742,,-
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .","4,220",176,0,821,Tons,989,,-
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .",154, ,0,895,No quantity,977,,
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .",815,950,0,"8,140",Tons,917,,13
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .","2,205",150,0,"57,669",Tons,701,,67
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .","2,504",-32,0,"227,541",Tons,719,,14
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .","6,487",-20,0,"176,214",Tons,742,,306
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .","13,770",-9,0,"636,297",Tons,753,,-
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .",252,14,0,"5,752",Tons,926,,-
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply . . .","10,237",6,0,"370,719",Tons,916,,167
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .","3,015",29,0,"119,350",Tons,884,,60
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .",182,-34,0,"5,284",Tons,846,,-
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .",319,28,0,"2,109",Tons,"2,127",,16
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, . . .","6,441",32,1,"4,133",Tons,962,,-
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .",514,121,0,527,Tons,"1,727",,12
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .","2,496",17,0,"46,172",Tons,887,,-
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .","1,540",35,0,"149,089",Tons,893,,-
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .",101,-58,0,"33,692",Tons,913,,-
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .",7,-66,0,155,Tons,"1,484",,
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .",17,-39,0,"1,892",Tons,"1,127",,11
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .",8,-29,0,712,Tons,"1,556",,9
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .","1,351",29,4,161,Tons,764,,8
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", . . .","2,620",-7,1,362,Tons,807,,-
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .",62,-66,0,220,Tons,395,,67
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .","1,652",-6,0,"126,933",Tons,"1,346",,-
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .",47,-35,0,50,Tons,440,,-
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .","5,848",29,0,"7,037",Tons,"1,144",,"4,707"
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .","1,236",-5,0,"15,962",Tons,"1,353",,"1,660"
